index,Sample-type,Status,patient_ID,Methanobacteria,Deinococci,[Chloracidobacteria],Acidobacteria-6,Actinobacteria,Coriobacteriia,Rubrobacteria,Thermoleophilia,0319-6E2,Armatimonadia,[Saprospirae],Bacteroidia,Cytophagia,Flavobacteriia,Sphingobacteriia,Chlamydiia,Anaerolineae,Thermomicrobia,4C0d-2,Chloroplast,Oscillatoriophycideae,Bacilli,Clostridia,Erysipelotrichi,Fusobacteriia,Gemmatimonadetes,BD1-5,Nitrospira,Planctomycetia,Alphaproteobacteria,Betaproteobacteria,Deltaproteobacteria,Epsilonproteobacteria,Gammaproteobacteria,VHS-B5-50,Spirochaetes,Synergistia,Mollicutes,TM7-3,Unknown
FL.CON1076.BAL.FlushControl,BAL,control,1076,0,0,0,0,0.162878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0.00585399449035813,0,0,0,0.494146005509642,0,0,0,0,0,0,0,0.0664600550964187,0,0.034435261707989,0,0.236225895316804,0,0,0,0,0,0
FL.POST.01.004.BAL.FlushControl,BAL,control,01004,0,0,0,6.6733400066733e-4,0.0402624847069291,0,0,0,0,0,0.0258035813591369,0.0143476810143477,0,0.00544989433878323,0.00656211767322878,0.00433767100433767,0,0,0.0623957290623957,0,0,0.11522633744856,0.048048048048048,0,0.0104548993437882,0.0235791346902458,0,0.122900678456234,0.0411522633744856,0.152485819152486,0.130908686464242,0.0272494716939161,0.00934267600934268,0.137359581804026,0.0077855633411189,0.0116783450116783,0,0,0,0.002002002002002
FL.POST.01.005.BAL.FlushControl,BAL,control,01005,0,0,0,0,0.342785803459961,0,0,0,0,0,0,0,0,0.0292491528446585,0,0,0,0,0,0.0155163188871054,0,0.171214553237025,0.00642054574638844,0,0.00160513643659711,0,0,0,0,0.121455323702515,0.0267522739432852,0.078294988407348,0,0.20670590333511701,0,0,0,0,0,0
FL.POST.01.006.BAL.FlushControl,BAL,control,01006,0,0,0,0,0.24487756121939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338330834582709,0.00299850074962519,0,0,0,0,0,0,0.0994502748625687,0,0.0454772613693153,0,0.268865567216392,0,0,0,0,0,0
FL.POST.01.007.BAL.FlushControl,BAL,control,01007,0,0.00302903697514101,0.00198454146647169,0.0575517025276791,0.0115939001462294,0.00240233966993942,0,0,0.00135784416127011,0,0.0713390432421141,0,0,5.2224775433465e-4,0.00438688113641111,0.00104449550866931,0,0,0.0752036766241905,0.00658032170461667,0,0.0179653227491122,0,0,0,0.0150407353248381,0,0.0692500522247754,0.0308126175057447,0.218299561311886,0.185189053687069,0.0384374347190307,0.00741591811155212,0.172132859828703,0,0,0,0,0,0.00846041362022143
FL.POST.01.010.BAL.FlushControl,BAL,control,01010,0,0,0,0,0.187081832218219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167267112712301,0.0054040144107051,0,0.440041173443129,0,0,0,0,0,0.00463201235203294,0,0.0270200720535255,0,0,0.0218733916623778,0.29722079258878,0,0,0,0,0,0
FL.POST.01.011.BAL.FlushControl,BAL,control,01011,0,0,0,0,0.215352910870685,0,0,0,0,0,0,0.0378670788253478,0,0.0249871200412159,0,0,0,0,0.0172591447707367,0.0182895414734673,0,0.370427614631633,0.00798557444616177,0,0,0,0,0,0,0.0151983513652756,0,0.0203503348789284,0,0.272282328696548,0,0,0,0,0,0
FL.POST.01.013.BAL.FlushControl,BAL,control,01013,0,0,0,0,0.115138592750533,0,0.00426439232409382,0,0,0,0,7.1073205401563e-4,0,0,0,0,0,0,0,0,0,0.566098081023454,0,0,0,0,0,0,0,0.0810234541577825,0,0,0,0.232764747690121,0,0,0,0,0,0
FL.POST.02.002.BAL.FlushControl,BAL,control,02002,0,0,0,0,0.153308823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567647058823529,0,0,0,0,0,0,0,0.0216911764705882,0,0,0,0.257352941176471,0,0,0,0,0,0
FL.POST.02.003.BAL.FlushControl,BAL,control,02003,0,0,0,0,0.11223105252956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335336305485559,0,0.363830199651095,0,0,0,0,0,0,0,0.070750145377011,0,0.0281062221360729,0,0.391548749757705,0,0,0,0,0,0
FL.POST.02.004.BAL.FlushControl,BAL,control,02004,0,0,0,0,0.081744580830504,0,0,0,0,0,0,0,0,0.0159310524941238,0,0,0,0,0,0,0,0.317576390702533,0.087490206320188,0,0,0,0,0,0,0.1436406372421,0.00809610864455471,0,0,0.344215199791068,0,0,0,0,0,0.00130582397492818
FL.POST.02.005.BAL.FlushControl,BAL,control,02005,0,0,0,0,0.165851823993983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336968785257616,0,0,0,0,0,0,0,0.10267017675818,0,0.073335840541557007,0,0.321173373448665,0,0,0,0,0,0
FL.POST.02.006.BAL.FlushControl,BAL,control,02006,0,0,0,0,0.163522012578616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301437556154537,0,0,0,0,0,0,0,0.182389937106918,0.0103324348607367,0,0,0.342318059299191,0,0,0,0,0,0
FL.POST.02.007.BAL.FlushControl,BAL,control,02007,0,0,0,0,0.202134337727558,0,0,0,0,0,0,0,0,0.0495919648462021,0,0,0,0,0,0,0,0.335530445699937,0,0,0,0,0,0,0,0.0260514752040176,0.0216572504708098,0.00973006905210295,0,0.355304456999372,0,0,0,0,0,0
FL.POST.02.008.BAL.FlushControl,BAL,control,02008,0,0,0,0,0.141436464088398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243093922651934,0,0,0.428176795580111,5.524861878453e-4,0,0,0,0,0,0,0.114088397790055,0.0383977900552486,0,0,0.252209944751381,0,8.2872928176795e-4,0,0,0,0
FL.POST.02.009.BAL.FlushControl,BAL,control,02009,0,0,0,0,0.175252257036644,0,0,0,0,0,0,0,0,0.0281465746149761,0,0,0,0,0,0,0,0.368560807222517,0,0,0,0,0,0,0,0.0971853425385024,0.0079660116834838,0,0,0.322889006903877,0,0,0,0,0,0
FL.POST.02.010.BAL.FlushControl,BAL,control,02010,0,0,0,0,0.156704862186435,0,0,0,0,0,0,0.00588417466707959,0,0,0,0,0,0,0,0,0,0.441313100030969,0,0,0.00185816042118303,0,0,0,0,0.0486218643542893,0,0,0,0.345617838340043,0,0,0,0,0,0
FL.POST.02.011.BAL.FlushControl,BAL,control,02011,0,0.0409062303335431,0,0,0.273757079924481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407803650094399,0,0,0,0,0,0,0,0.0623033354310887,0,0.0830711139081183,0,0.13215859030837,0,0,0,0,0,0
FL.POST.02.012.BAL.FlushControl,BAL,control,02012,0,0,0,0,0.301336573511543,0,0,0,0,0.0625759416767922,0,0,0,0.0194410692588092,0,0,0,0,0,0,0,0.197448359659781,0,0,0,0,0,0,0,0.0619684082624544,0,0.00243013365735115,0,0.354799513973269,0,0,0,0,0,0
FL.POST.02.013.BAL.FlushControl,BAL,control,02013,0,0,0,0,0.0591669910471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551576488906189,0,0,0,0,0,0,0,0.0953678474114441,0,0.0638380692876606,0,0.230050603347606,0,0,0,0,0,0
FL.POST.03.002.BAL.FlushControl,BAL,control,03002,0,0,0,0,0.216287215411559,0,0,0,0,0,0,0,0,0.0481611208406305,0,0,0,0,0,0,0.0302101576182137,0.288091068301226,0,0,0,0,0,0,0,0.0739929947460595,8.7565674255691e-4,0.0122591943957968,0,0.330122591943958,0,0,0,0,0,0
ILDCON1062.BAL,BAL,healthy,1062,0,0,0,0,0.135243171219187,8.3277814790139e-4,0,0,0,0,0,0.190872751499001,0,0.0562958027981346,0,0,0.00299800133244504,0,0,0,0,0.0276482345103264,0.30346435709527,0.00849433710859427,0.0574616922051965,0,0.00233177881412392,0,0,0.00399733510992672,0.0191538974017322,0.00116588940706196,0.00682878081279147,0.112091938707528,0,0.00799467021985343,0.00116588940706196,0,0.0111592271818787,0.0507994670219853
ILDCON1063.BAL,BAL,healthy,1063,0,0,0,0,0.0189915966386555,8.4033613445378e-4,0,0,0,0,0,0.262689075630252,0,0.00672268907563025,0,0,0,0,0,0,0,0.039327731092437,0.512436974789916,0.0309243697478992,0.0321008403361345,0,0,0,0,0.00369747899159664,0.00252100840336134,0.00100840336134454,0.0196638655462185,0.0270588235294118,0,8.4033613445378e-4,0.00890756302521008,0.0257142857142857,0.0065546218487395,0
ILDCON1064.BAL,BAL,healthy,1064,0,0,0,0,0.0358938789665337,0.00156060343332755,0,0,0,0,0,0.0932894052366915,0,0.149644529217964,0,0,0,0,0,0.00104040228888504,0,0.17149297728455,0.23755852262875,0.00658921449627189,0.118432460551413,0,0,0,0,0.00156060343332755,0.0712675567886249,0,0.0126582278481013,0.00832321831108028,0,0.0138720305184671,0,0.00381480839257846,0.00294780648517427,0.0700537541182591
ILDCON1065.BAL,BAL,healthy,1065,0,0,0,0,0.125910931174089,0,0,0,0,0,0,0.165587044534413,0,0.0538461538461538,0,0,0,0,0,0,0,0.125910931174089,0.326720647773279,0.0497975708502024,0.0287449392712551,0,0,0,0,0.0182186234817814,0.00202429149797571,0.00242914979757085,0,0.0846153846153846,0,0,0,0,0.0161943319838057,0
ILDCON1066.BAL,BAL,healthy,1066,0,0,0,0,0.0809248554913295,0,0,0,0,0,0,0.0990366088631985,0,0.0221579961464355,0.00905587668593449,0,0,0,0,0.00366088631984586,0,0.178034682080925,0.177071290944123,0.00539499036608863,0,0.00366088631984586,0,0.0104046242774566,0,0.0533718689788054,0.0192678227360308,0.0198458574181118,0,0.122543352601156,0,0.194990366088632,0,0,5.7803468208092e-4,0
ILDCON1067.BAL,BAL,healthy,1067,0,0,0,0,0.00976205003050641,0,0,0,0,0,0,0.142464917632703,0,0.0866381940207444,0,0,0,0,0,0,0,0.0183038438071995,0.336790726052471,0.0402684563758389,0.144905430140329,0,0,0,0,0.00793166564978645,0.0845027455765711,0.00183038438071995,0.0564368517388652,0.026235509456986002,0,6.1012812690665e-4,0,0,0.038438071995119,0.0048810250152532
ILDCON1068.BAL,BAL,healthy,1068,0,0,0,0,0.0842968257305024,0,0,0,0,0,0,0.112255623291991,0,0.0292200966996006,0,0,0,0.0046247635064116,0,0,0,0.117090603321421,0.346647046457852,0.0342652932520496,0.00105108261509355,0,0,0,0,0.0559175951229767,0,0.0416228715577044,0,0.161446289678369,0,0.00882909396678579,0,0.00273281479924322,0,0
ILDCON1070.BAL,BAL,healthy,1070,0,0,0,0,0.0582232893157263,0.00300120048019208,0,0,0,0,0,0.0990396158463385,0,0.0198079231692677,0,0,0,0,0,0,0,0.187274909963986,0.533613445378151,0.0366146458583433,0.0300120048019208,0,0,0,0,0,0.0132052821128451,0,0,0,0,0.0114045618247299,0.00420168067226891,0,0.00360144057623049,0
ILDCON1071.BAL,BAL,healthy,1071,0,0,0,0,0.0246315364425601,0.00403795679386231,0,0,0,0,0,0.0478497880072683,0,0.00181708055723804,0,0,0,0,0,0,0,0.0107005855037351,0.850595598627095,0.0304865737936604,0.0151423379769836,0,0,0,0,0,0.00141328487785181,0,0,0,0,0,0,0,0.0133252574197456,0
ILDCON1072.BAL,BAL,healthy,1072,0,0,0,0,0.0429120409906063,0.0461144321093083,0,0,0,0,0,0.238044406490179,0,8.5397096498719e-4,0,0,0,0,0,0,0,0.122758326216909,0.339026473099915,0.00982066609735269,0.0960717335610589,0,0,0,0,0.00811272416737831,0.00341588385994876,6.4047822374039e-4,0.0170794192997438,0.00555081127241674,0,0.0456874466268147,0.0089666951323655,0,0.0149444918872758,0
ILDCON1073.BAL,BAL,healthy,1073,0,0,0,0,0.037548315847598,0.00289895085588073,0,0,0,0,0,0.23771397018222,0,0.00165654334621756,0,0,0.00358917725013805,0,0,0,0,0.0586692435118719,0.534511319712866,0.0215350635008283,0.0444505797901712,0,0,0,0,0,0.00372722252898951,0,0.00207067918277195,0.0227774710104914,0,0.0115958034235229,0.00911098840419658,0,0.00745444505797902,6.9022639425731e-4
ILDCON1074.BAL,BAL,healthy,1074,0,0,0,0,0.105726872246696,0.0108129755706848,0,0,0,0,0,0.315178213856628,0,0.0348418101722066,0,0,0,0,0,0,0,0.0192230676812175,0.328994793752503,0.0304365238285943,0,0,0.0026031237484982,0,0,0.00220264317180617,0,0.00200240288346015,0.013616339607529,0.0278334000800961,0,0.0256307569082899,0.0104124949939928,0.00700841009211053,0.00580696836203444,0.0576692030436524
ILDCON1076.BAL,BAL,healthy,1076,0,0.00785219399538106,0,0,0.0882217090069284,0.0338337182448037,0,0,0,0,0,0.0749422632794457,0.0189376443418014,0.0124711316397229,0,0,0,0,0,0,0,0.162355658198614,0.264087759815243,0.00969976905311778,0.047459584295612,0,0,0,0,0.0836027713625866,4.6189376443418e-4,0.0150115473441109,0.00381062355658199,0.118013856812933,0,0.0222863741339492,0.0285219399538106,0,0.00635103926096998,0.00207852193995381
NEG.OR.01.002.Water.OralControl,Oral,control,01002,0,0,0,0.0155763239875389,0.305963506898086,0,0,0,0,0,0,0,0,0.0373831775700935,0,0,0,0.00422785936804628,0,0,0,0.43902981753449,0,0,0,0,0,0,0,0.00845571873609257,0,0.0411659991099243,0,0.148197596795728,0,0,0,0,0,0
NEG.OR.01.004.Water.OralControl,Oral,control,01004,0,0,0,0,0.143456069996354,0,0,0,0,0,0,0,0,0.00929639081297849,0,0,0,0,0,0,0,0.321181188479767,0.00820269777615749,0,0.001093693036821,0,0,0,0,0.130514035727306,0,0.004010207801677,0,0.382245716368939,0,0,0,0,0,0
NEG.OR.01.005.Water.OralControl,Oral,control,01005,0,0,0,0,0.14113362167084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384930571363533,0.0191213293876622,0,0,0,0,0,0,0.0521283860687457,6.8290462098793e-4,0.0168449806510357,0,0.385158206237196,0,0,0,0,0,0
NEG.OR.01.006.Water.OralControl,Oral,control,01006,0,0,0,0,0.19828776581055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330019331676333,0.0521955260977631,0,0,0,0,0,0,0.0701463684065175,0,0,0,0.349351008008837,0,0,0,0,0,0
NEG.OR.01.007.Water.OralControl,Oral,control,01007,0,0.00768245838668374,0.00365831351746845,0,0.116334369855497,0,0,0,0,0,0,0.0241448692152917,0,0,0,0,0,0,0,0,0,0.294311322480337,0.0276202670568868,0,0,0,0,0,0,0.156209987195903,0.0296323394914944,7.3166270349368e-4,0,0.339674410096945,0,0,0,0,0,0
NEG.OR.01.010.Water.OralControl,Oral,control,01010,0,0,0,0,0.155087257161673,0,0,0,0,0,0,0.0447810339150477,0,0,0,0,0,0,0,0,0,0.366150806717155,0.0632202831741851,0,9.8781692459664e-4,0,0,0,0,0.0111952584787619,0,0,0,0.358577543628581,0,0,0,0,0,0
NEG.OR.01.011.Water.OralControl,Oral,control,01011,0,0,0,0,0.270514603616134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244436717663421,0.0358136300417246,0,0,0,0,0,0,0.150556328233658,0.0149513212795549,0.00834492350486787,0,0.27538247566064,0,0,0,0,0,0
NEG.OR.01.013.Water.OralControl,Oral,control,01013,0,0,0,0,0.146543485186365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438993309971328,0,0,0,0,0,0,0,0.0430073271742593,0,0.0200700860146543,0,0.351385791653393,0,0,0,0,0,0
NEG.OR.03.001.Water.OralControl,Oral,control,03001,0,0.00389863547758285,0,0,0.11812865497076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453411306042885,0,0,0,0,0,0,0,0.0198830409356725,0,0.0335282651072125,0,0.371150097465887,0,0,0,0,0,0
NEG.OR.CON1062.Water.OralControl,Oral,control,1062,0,0,0,0,0.143928035982009,0,0,0.0142428785607196,0,0,0,0,0,0,0,0,0,0,0,0,0.0483508245877061,0.351761619190405,0,0,0,0,0,0,0,0.049287856071964,0.0118065967016492,0,0,0.380622188905547,0,0,0,0,0,0
NEG.OR.CON1063.Water.OralControl,Oral,control,1063,0,0,0,0,0.12701252236136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4695885509839,0,0,0,0,0,0,0,0.107632677400119,0,0,0,0.295766249254621,0,0,0,0,0,0
NEG.OR.CON1067.Water.OralControl,Oral,control,1067,0,0,0,0,0.185289957567185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378595002357379,0,0,0,0,0,0,0,0.0947666195190948,0,0,0,0.341348420556341,0,0,0,0,0,0
NEG.OR.CON1068.Water.OralControl,Oral,control,1068,0,0,0,0,0.0911680911680912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478869895536562,0,0,0,0,0,0,0,0.0113960113960114,0,0.00783475783475784,0,0.410731244064577,0,0,0,0,0,0
NEG.OR.CON1069.Water.OralControl,Oral,control,1069,0,0.0200156985871272,0,0,0.168367346938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327315541601256,0,0,0,0,0,0,0,0.104003139717425,0.0043171114599686,0.0592621664050235,0,0.316718995290424,0,0,0,0,0,0
NEG.OR.CON1070.Water.OralControl,Oral,control,1070,0,0,0,0,0.131695196024296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363611264494754,0,0,0,0,0,0,0,0.278851463279956,0.0356156819436775,0,0,0.190226394257316,0,0,0,0,0,0
NEG.OR.CON1071.Water.OralControl,Oral,control,1071,0,0,0,0,0.0923612533278722,0.0356338316608642,0,0,0,0,0,0.198443579766537,0,0.0786401802170797,0,0,0,0,0,0,0,0.0856031128404669,0.295515052221995,0.00102396067990989,0.0743395453614581,0,0,0,0,0,0.0759778824493139,0,0.00675814048740528,0.0487405283637108,0,0.00696293262338726,0,0,0,0
NEG.OR.CON1072.Water.OralControl,Oral,control,1072,0,0,0,0,0.0604481500781657,0.0310057321521626,0,0,0,0,0,0.139395518499218,0,0.0166753517457009,0,0,0,0,0,0,0,0.0807712350182387,0.331422615945805,0.00338718082334549,0.0857217300677436,0,0,0,0,0,0.0875455966649297,0,0.0276185513288171,0.122980719124544,0,0.0117248566961959,0,0,0.00130276185513288,0
NEG.OR.CON1073.Water.OralControl,Oral,control,1073,0,0,0,0,0.177818853974122,0,0,0,0,0,0,0,0.0260628465804067,0.0484288354898336,0,0,0,0,0,0,0,0.376894639556377,0.0301293900184843,0,0.0160813308687616,0,0,0,0,0.0861367837338262,0,0,0,0.236229205175601,0,0,0,0,0.0022181146025878,0
NEG.OR.CON1074.Water.OralControl,Oral,control,1074,0,0,0,0,0.182444686253174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336597751178818,0.0660137830975698,0,0,0,0,0,0,0.17519042437432,0.00580340950308306,0,0,0.233949945593036,0,0,0,0,0,0
NEG.OR.CON1075.Water.OralControl,Oral,control,1075,0,0,0,0,0.138902619871478,0,0,0,0,0,0,0.0118635689569946,0,0,0,0,0,0,0,0.0328719723183391,0,0.426594167078596,0.0289174493326742,0,0,0,0,0,0,0.120365793376174,0.0677212061295106,0,0,0.172763222936233,0,0,0,0,0,0
NEG.OR.CON1076.Water.OralControl,Oral,control,1076,0,0,0,0,0.24749373433584,0,0,0,0,0,0,0,0,0.0733082706766917,0,0,0,0,0,0,0,0.394736842105263,0,0,0,0,0,0,0,0.0413533834586466,0.0382205513784461,0,0,0.204887218045113,0,0,0,0,0,0
OR.CON1062.OralRinse,Oral,healthy,1062,0,0,0,0,0.118419733279856,0.0133360072194926,0,0,0,0,0,0.179484608442796,0,0.0340920485310338,0,0,0,0,0,0,0,0.0619673117417026,0.327383936628898,0.00300812192920886,0.069688158026672,0,0.00812192920886393,0,0,0,0.0983655870851299,0,0.0021056853504462,0.0376015241151108,0,0.0152411511079916,0.0226611852000401,0,0.00631705605133861,0.00220595608141983
OR.CON1063.OralRinse,Oral,healthy,1063,0,0,0,0,0.0391868002357101,0.00117855038302887,0,0,0,0,0,0.0783736004714202,0,0.053918680023571,0,0,0,0,0,0,0,0.0951679434295816,0.443724219210371,0.0150265173836181,0.0441956393635828,0,0,0,0,0,0.072775486152033,0,0,0.147024160282852,0,0.00117855038302887,0.00147318797878609,0,0.00677666470241603,0
OR.CON1064a.OralRinse,Oral,healthy,1064,0,0,0,0,0.101237345331834,0.00191887778733541,0,0,0,0,0,0.107920333487726,0,0.0623966121881824,0,0,3.9700919737973e-4,0,0,0,0,0.123866869582479,0.17197115066499,0.00469794216899358,0.176205915437041,0,0,0,0,0,0.0697412823397075,0,0.0170713954873288,0.128101634354529,0,0.0161450406934427,0.00707999735327202,0,0,0.0112485939257593
OR.CON1065.OralRinse,Oral,healthy,1065,0,0,0,0,0.0517398433230097,0.0262342867553288,0,0,0,0,0,0.209509928948807,0,0.187465840772454,0,0,0,0,0,0,0,0.0732373838586263,0.289488067043177,0.00728730187648023,0.124248496993988,0,0,0,0,0,0.0154855164875205,0,0.00473674621971215,0,0,0,0,0,0.00765166697030424,0.00291492075059209
OR.CON1066.OralRinse,Oral,healthy,1066,0,0,0,0,0.0578654764701276,0.00767363558061233,0,0,0,0,0,0.232636441938768,0,0.0355492913632448,0,0,3.9151201941899e-4,0,0,0,0,0.133740505833529,0.283611306867121,0.00109623365437319,0.0454153942526036,0,0,0,0,0,0.0315558687651711,0,0.0181661577010414,0.0284237726098191,0,0.084644898598387,0.0357841985748963,0.00164435048155978,0.00109623365437319,7.0472163495419e-4
OR.CON1067.OralRinse,Oral,healthy,1067,0,0,0,0,0.0344918032786885,0.0323934426229508,0,0,0,0,3.9344262295082e-4,0.125901639344262,0,0.0995409836065574,0,0,0,0,0,0,0,0.0536393442622951,0.255737704918033,0.00104918032786885,0.188983606557377,0,0,0,2.6229508196721e-4,7.8688524590163e-4,0.123803278688525,0,0.0380327868852459,0.0118032786885246,0,0.0178360655737705,0.00708196721311475,0.00157377049180328,0.00118032786885246,0.00550819672131148
OR.CON1068.OralRinse,Oral,healthy,1068,0,0,0,0,0.116818416079711,0.0140869266449064,0,0,0,0,0,0.186050506785776,0,0.0523964954475176,0,0,0,0,0,0,0,0.190345301494589,0.212334650403711,0.0010307507301151,0.0659680467273664,0,0,0,0,0,0.045868407490122,0,0.0326404397869782,0.00601271259233809,0,0.0403710702628414,0.0326404397869782,0.00343583576705034,0,0
OR.CON1069.OralRinse,Oral,healthy,1069,0,0,0,0,0.284217877094972,0.0526070763500931,0,0,0,0,0,0.0833333333333333,0,0.0358472998137803,0,0,0,0,0,0,0,0.018854748603352,0.227886405959032,0.00837988826815642,0.0565642458100559,0,0,0,0,0,0.0260707635009311,0,0.00395716945996276,0.14804469273743,0,6.9832402234636e-4,0,0.00325884543761639,0.0111731843575419,0.0391061452513966
OR.CON1069a.OralRinse,Oral,healthy,1069,0,0,0,0,0.262331288343558,0.0365644171779141,0,0,0,0,0,0.0822085889570552,0,0.043680981595092,0,0,0,0,0,0,0,0.0149693251533742,0.24,0.00662576687116564,0.0598773006134969,0,0,0,0,0,0.0304294478527607,0,0.00760736196319018,0.143558282208589,0,0,0,0.00711656441717791,0.0120245398773006,0.0530061349693252
